prob,wnid_words,wnid,Class,key
0.44030648469924927,Pekinese,n02086079,dog,9571
0.1322922557592392,Staffordshire bullterrier,n02093256,dog,472
0.32845166325569153,tabby,n02122878,cat,6747
0.32845166325569153,tabby,n02123045,cat,8057
0.2741940915584564,radiator,,,11327
0.4633885622024536,whippet,n02091134,dog,11919
0.33819085359573364,cocker spaniel,n02102318,dog,3191
0.09374289959669113,Egyptian cat,n02124075,cat,8728
0.25022950768470764,Lakeland terrier,n02095570,dog,7471
0.17668978869915009,Siamese cat,n02123597,cat,10658
0.5038921236991882,Walker hound,n02089867,dog,5459
0.863500714302063,golden retriever,n02099601,dog,10645
0.9194977879524231,Persian cat,n02123394,cat,2517
0.3723960816860199,Siamese cat,n02123597,cat,5660
0.14343561232089996,golden retriever,n02099601,dog,5995
0.1703871339559555,American Staffordshire terrier,n02093428,dog,7318
0.31030717492103577,Siamese cat,n02123597,cat,1425
0.5209094882011414,tabby,n02122878,cat,2429
0.5209094882011414,tabby,n02123045,cat,1799
0.3459748327732086,basenji,n02110806,dog,5710
0.23324528336524963,dalmatian,n02110341,dog,9460
0.5515821576118469,English foxhound,n02089973,dog,10873
0.8269463181495667,beagle,n02088364,dog,3088
0.6821127533912659,tabby,n02122878,cat,5490
0.6821127533912659,tabby,n02123045,cat,4228
0.9648236632347107,kelpie,n02105412,dog,301
0.26245278120040894,Egyptian cat,n02124075,cat,9543
0.36235511302948,pug,n02110958,dog,156
0.3411528766155243,whippet,n02091134,dog,9483
0.7363465428352356,collie,n02106030,dog,2438
0.39220958948135376,tabby,n02122878,cat,4730
0.39220958948135376,tabby,n02123045,cat,1659
0.8041346669197083,Persian cat,n02123394,cat,7208
0.33263033628463745,tabby,n02122878,cat,8345
0.33263033628463745,tabby,n02123045,cat,2592
0.3462667763233185,tiger cat,n02123159,cat,2861
0.21707196533679962,tabby,n02122878,cat,4757
0.21707196533679962,tabby,n02123045,cat,10984
0.45887020230293274,flat-coated retriever,n02099267,dog,9881
0.1451355367898941,kelpie,n02105412,dog,3726
0.5096714496612549,tabby,n02122878,cat,4477
0.5096714496612549,tabby,n02123045,cat,9493
0.587742805480957,English foxhound,n02089973,dog,11731
0.12935924530029297,Siamese cat,n02123597,cat,2521
0.40771105885505676,tabby,n02122878,cat,10421
0.40771105885505676,tabby,n02123045,cat,11542
0.3380206823348999,Egyptian cat,n02124075,cat,11195
0.4100895822048187,Egyptian cat,n02124075,cat,696
0.4153498709201813,kelpie,n02105412,dog,9463
0.46364322304725647,tabby,n02122878,cat,6427
0.46364322304725647,tabby,n02123045,cat,5124
0.7022016644477844,Egyptian cat,n02124075,cat,7525
0.7963379621505737,beagle,n02088364,dog,11596
0.1102265939116478,window screen,,,10213
0.285610556602478,Pembroke,n02113023,dog,7786
0.897642970085144,kelpie,n02105412,dog,11316
0.09703844785690308,space heater,,,5934
0.46835216879844666,Persian cat,n02123394,cat,11374
0.3726925551891327,tiger cat,n02123159,cat,1045
0.32053449749946594,flat-coated retriever,n02099267,dog,8914
0.8163094520568848,Norfolk terrier,n02094114,dog,8691
0.7701322436332703,tabby,n02122878,cat,10086
0.7701322436332703,tabby,n02123045,cat,12099
0.4468763470649719,tabby,n02122878,cat,1066
0.4468763470649719,tabby,n02123045,cat,6240
0.8092780709266663,tabby,n02122878,cat,671
0.8092780709266663,tabby,n02123045,cat,7600
0.32297974824905396,tabby,n02122878,cat,2559
0.32297974824905396,tabby,n02123045,cat,2170
0.2318248748779297,bluetick,n02088632,dog,7609
0.3799530863761902,boxer,n02108089,dog,8377
0.4259437918663025,Persian cat,n02123394,cat,5354
0.18217873573303223,Egyptian cat,n02124075,cat,4734
0.2556672692298889,Egyptian cat,n02124075,cat,11091
0.1088951826095581,quilt,,,7269
0.7387888431549072,tabby,n02122878,cat,4103
0.7387888431549072,tabby,n02123045,cat,3239
0.27897486090660095,whippet,n02091134,dog,10115
0.1717800348997116,tabby,n02122878,cat,4431
0.1717800348997116,tabby,n02123045,cat,924
0.846599280834198,collie,n02106030,dog,10627
0.7903839349746704,miniature pinscher,n02107312,dog,8417
0.749023973941803,Egyptian cat,n02124075,cat,7485
0.4875340759754181,tabby,n02122878,cat,11226
0.4875340759754181,tabby,n02123045,cat,5567
0.37941262125968933,golden retriever,n02099601,dog,7140
0.6411663889884949,toy terrier,n02087046,dog,11061
0.48299840092658997,soft-coated wheaten terrier,n02098105,dog,3076
0.9547320604324341,Chihuahua,n02085620,dog,5903
0.10080694407224655,Siamese cat,n02123597,cat,2087
0.6123254895210266,miniature poodle,n02113712,dog,6420
0.2745858132839203,tabby,n02122878,cat,2078
0.2745858132839203,tabby,n02123045,cat,5632
0.6729187965393066,schipperke,n02104365,dog,1595
0.6133247017860413,Egyptian cat,n02124075,cat,10901
0.3237341642379761,golden retriever,n02099601,dog,740
0.5514481067657471,tabby,n02122878,cat,9565
0.5514481067657471,tabby,n02123045,cat,1464
0.42960676550865173,groenendael,n02105056,dog,10803
0.5239956974983215,Shih-Tzu,n02086240,dog,3246
0.5472636818885803,Egyptian cat,n02124075,cat,9881
0.6725759506225586,Labrador retriever,n02099712,dog,2049
0.3458641767501831,flat-coated retriever,n02099267,dog,11269
0.34124597907066345,Egyptian cat,n02124075,cat,4852
0.1211216002702713,Egyptian cat,n02124075,cat,5382
0.19596335291862488,printer,,,1126
0.9130694270133972,flat-coated retriever,n02099267,dog,8784
0.44742119312286377,Doberman,n02107142,dog,1877
0.12952624261379242,window screen,,,10539
0.6110676527023315,Rhodesian ridgeback,n02087394,dog,9330
0.32606539130210876,beagle,n02088364,dog,9898
0.5171158313751221,kelpie,n02105412,dog,11092
0.2857251763343811,tabby,n02122878,cat,8680
0.2857251763343811,tabby,n02123045,cat,10506
0.45089125633239746,tabby,n02122878,cat,8975
0.45089125633239746,tabby,n02123045,cat,5859
0.7729887962341309,Egyptian cat,n02124075,cat,6923
0.722095251083374,Persian cat,n02123394,cat,5475
0.5268970727920532,tabby,n02122878,cat,479
0.5268970727920532,tabby,n02123045,cat,3694
0.11200987547636032,Egyptian cat,n02124075,cat,5456
0.8493675589561462,tabby,n02122878,cat,1671
0.8493675589561462,tabby,n02123045,cat,3702
0.11380047351121902,Egyptian cat,n02124075,cat,6854
0.48636001348495483,tiger cat,n02123159,cat,11097
0.25021886825561523,prison,,,637
0.8904328942298889,miniature schnauzer,n02097047,dog,2578
0.3833810091018677,Chihuahua,n02085620,dog,1864
0.6034826040267944,schipperke,n02104365,dog,4021
0.2525835335254669,Egyptian cat,n02124075,cat,9920
0.17932169139385223,American Staffordshire terrier,n02093428,dog,8094
0.3640980124473572,German shepherd,n02106662,dog,11472
0.47889748215675354,groenendael,n02105056,dog,3574
0.7852177023887634,Staffordshire bullterrier,n02093256,dog,9175
0.40219277143478394,cocker spaniel,n02102318,dog,12434
0.43188586831092834,Rottweiler,n02106550,dog,11682
0.5598267912864685,American Staffordshire terrier,n02093428,dog,3136
0.7516971826553345,Weimaraner,n02092339,dog,1116
0.10808849334716797,German short-haired pointer,n02100236,dog,863
0.8408188819885254,tabby,n02122878,cat,857
0.8408188819885254,tabby,n02123045,cat,8049
0.8125079870223999,tabby,n02122878,cat,4282
0.8125079870223999,tabby,n02123045,cat,6652
0.19401228427886963,Siberian husky,n02110185,dog,2076
0.4530547559261322,paper towel,,,4435
0.3813818097114563,Angora,n02123478,cat,3558
0.4113311171531677,Labrador retriever,n02099712,dog,1852
0.17050199210643768,Egyptian cat,n02124075,cat,4881
0.9490278363227844,Pomeranian,n02112018,dog,6465
0.44250985980033875,Tibetan mastiff,n02108551,dog,9305
0.3108559548854828,schipperke,n02104365,dog,3997
0.29316213726997375,Labrador retriever,n02099712,dog,11585
0.5293207168579102,tiger cat,n02123159,cat,5727
0.7548916935920715,Border collie,n02106166,dog,8305
0.5076878070831299,Shih-Tzu,n02086240,dog,3806
0.25533944368362427,redbone,n02090379,dog,10829
0.2085544317960739,quilt,,,554
0.27836933732032776,Siamese cat,n02123597,cat,12427
0.7531000375747681,tabby,n02122878,cat,531
0.7531000375747681,tabby,n02123045,cat,8897
0.24314527213573456,Egyptian cat,n02124075,cat,8940
0.40489333868026733,Egyptian cat,n02124075,cat,6883
0.4561496376991272,tabby,n02122878,cat,5695
0.4561496376991272,tabby,n02123045,cat,11727
0.6775603890419006,Egyptian cat,n02124075,cat,454
0.15832197666168213,Rhodesian ridgeback,n02087394,dog,8523
0.8032286763191223,kelpie,n02105412,dog,1921
0.4794776439666748,Labrador retriever,n02099712,dog,4200
0.47887033224105835,tabby,n02122878,cat,3045
0.47887033224105835,tabby,n02123045,cat,5004
0.3362120985984802,refrigerator,,,7896
0.3666622042655945,tabby,n02122878,cat,8789
0.3666622042655945,tabby,n02123045,cat,9055
0.29227402806282043,Egyptian cat,n02124075,cat,11577
0.40584796667099,Lhasa,n02098413,dog,6000
0.2883636951446533,tabby,n02122878,cat,105
0.2883636951446533,tabby,n02123045,cat,12141
0.15731404721736908,German short-haired pointer,n02100236,dog,1888
0.2626401484012604,Eskimo dog,n02109961,dog,2369
0.8636866807937622,Egyptian cat,n02124075,cat,6953
0.6628739833831787,tabby,n02122878,cat,8493
0.6628739833831787,tabby,n02123045,cat,1712
0.3854314982891083,tiger cat,n02123159,cat,2432
0.9789880514144897,Siamese cat,n02123597,cat,2768
0.4614967405796051,Great Dane,n02109047,dog,829
0.5923446416854858,American Staffordshire terrier,n02093428,dog,7640
0.24913664162158966,Saluki,n02091831,dog,9656
0.6455480456352234,tabby,n02122878,cat,8974
0.6455480456352234,tabby,n02123045,cat,5648
0.5517265200614929,Norwegian elkhound,n02091467,dog,6504
0.7554259896278381,cocker spaniel,n02102318,dog,1160
0.6046402454376221,Labrador retriever,n02099712,dog,4548
0.6512035131454468,tiger cat,n02123159,cat,2359
0.30029693245887756,Border collie,n02106166,dog,11660
0.8731884360313416,tabby,n02122878,cat,7299
0.8731884360313416,tabby,n02123045,cat,5538
0.7812501788139343,pug,n02110958,dog,1417
0.8987578749656677,beagle,n02088364,dog,6855
0.8137503266334534,tabby,n02122878,cat,9556
0.8137503266334534,tabby,n02123045,cat,5273
0.8592167496681213,tabby,n02122878,cat,4860
0.8592167496681213,tabby,n02123045,cat,5182
0.6097627878189087,soft-coated wheaten terrier,n02098105,dog,11909
0.3003144860267639,flat-coated retriever,n02099267,dog,1157
0.22152674198150635,tabby,n02122878,cat,3180
0.22152674198150635,tabby,n02123045,cat,7386
0.3826093375682831,tabby,n02122878,cat,3292
0.3826093375682831,tabby,n02123045,cat,10960
0.390331506729126,Egyptian cat,n02124075,cat,407
0.8291164636611938,Chesapeake Bay retriever,n02099849,dog,6933
0.2616756856441498,Egyptian cat,n02124075,cat,7607
0.24979333579540253,doormat,,,2831
0.9782610535621643,Persian cat,n02123394,cat,4863
0.4595748484134674,tabby,n02122878,cat,8087
0.4595748484134674,tabby,n02123045,cat,2707
0.6683958172798157,Siamese cat,n02123597,cat,10849
0.9005120992660522,Great Dane,n02109047,dog,6714
0.9166588187217712,beagle,n02088364,dog,5132
0.7430602312088013,Rottweiler,n02106550,dog,4322
0.5154314637184143,Persian cat,n02123394,cat,11677
0.26783907413482666,tabby,n02122878,cat,7088
0.26783907413482666,tabby,n02123045,cat,5493
0.19138824939727783,bull mastiff,n02108422,dog,10361
0.15508317947387695,Egyptian cat,n02124075,cat,3643
0.776246964931488,American Staffordshire terrier,n02093428,dog,3214
0.7225073575973511,lynx,,,8789
0.8759391903877258,redbone,n02090379,dog,1996
0.8292026519775391,briard,n02105251,dog,6514
0.6794493198394775,tabby,n02122878,cat,3130
0.6794493198394775,tabby,n02123045,cat,9218
0.7156572937965393,Labrador retriever,n02099712,dog,3631
0.9039646983146667,Rottweiler,n02106550,dog,8380
0.15858513116836548,bluetick,n02088632,dog,10463
0.4151596128940582,Egyptian cat,n02124075,cat,649
0.9146690964698792,Persian cat,n02123394,cat,1759
0.8997951149940491,Persian cat,n02123394,cat,4265
0.4669164717197418,tabby,n02122878,cat,4851
0.4669164717197418,tabby,n02123045,cat,10046
0.6729786992073059,tabby,n02122878,cat,10652
0.6729786992073059,tabby,n02123045,cat,9070
0.23776715993881226,Mexican hairless,n02113978,dog,135
0.8407168388366699,tabby,n02122878,cat,10147
0.8407168388366699,tabby,n02123045,cat,9258
0.5817708969116211,English setter,n02100735,dog,8503
0.4454720616340637,Siamese cat,n02123597,cat,2321
0.39938145875930786,Border collie,n02106166,dog,8019
0.576885998249054,tabby,n02122878,cat,10705
0.576885998249054,tabby,n02123045,cat,9561
0.44804272055625916,dingo,,,7959
0.3202444314956665,Appenzeller,n02107908,dog,12231
0.744287371635437,tabby,n02122878,cat,6497
0.744287371635437,tabby,n02123045,cat,553
0.5102502703666687,tabby,n02122878,cat,918
0.5102502703666687,tabby,n02123045,cat,2310
0.33730587363243103,Egyptian cat,n02124075,cat,2141
0.9907326698303223,doormat,,,4652
0.5098930597305298,Doberman,n02107142,dog,1719
0.585207462310791,Egyptian cat,n02124075,cat,3766
0.9353227019309998,Siamese cat,n02123597,cat,2181
0.22626061737537384,soft-coated wheaten terrier,n02098105,dog,3654
0.23625551164150238,English foxhound,n02089973,dog,1940
0.17943476140499115,Persian cat,n02123394,cat,8597
0.11197219043970108,Siamese cat,n02123597,cat,3361
0.8137338161468506,tabby,n02122878,cat,11724
0.8137338161468506,tabby,n02123045,cat,11117
0.7383359670639038,Persian cat,n02123394,cat,12413
0.7699732780456543,toy terrier,n02087046,dog,9724
0.3965930640697479,tabby,n02122878,cat,8555
0.3965930640697479,tabby,n02123045,cat,2552
0.1373000144958496,Egyptian cat,n02124075,cat,11170
0.5623196959495544,tiger cat,n02123159,cat,11402
0.530348002910614,Egyptian cat,n02124075,cat,2133
0.8700619339942932,tabby,n02122878,cat,229
0.8700619339942932,tabby,n02123045,cat,11447
0.3247343599796295,Brittany spaniel,n02101388,dog,617
0.14802286028862,hyena,,,935
0.12888015806674957,Egyptian cat,n02124075,cat,5507
0.9096905589103699,beagle,n02088364,dog,7543
0.8099803328514099,Saint Bernard,n02109525,dog,10674
0.5909507274627686,tiger cat,n02123159,cat,1465
0.4029768407344818,American Staffordshire terrier,n02093428,dog,8808
0.6780880689620972,Italian greyhound,n02091032,dog,347
0.3941896855831146,whippet,n02091134,dog,2305
0.392856627702713,Border collie,n02106166,dog,9554
0.32631999254226685,Cardigan,n02113186,dog,12044
0.32481423020362854,Italian greyhound,n02091032,dog,8571
0.19674907624721527,tabby,n02122878,cat,7964
0.19674907624721527,tabby,n02123045,cat,10474
0.550721287727356,Rottweiler,n02106550,dog,8591
0.31835636496543884,kelpie,n02105412,dog,5471
0.42808330059051514,carton,,,9420
0.51078200340271,Walker hound,n02089867,dog,6400
0.6727035641670227,lynx,,,5032
0.5543254613876343,tabby,n02122878,cat,3625
0.5543254613876343,tabby,n02123045,cat,1870
0.7118579745292664,tabby,n02122878,cat,67
0.7118579745292664,tabby,n02123045,cat,1324
0.43340107798576355,Egyptian cat,n02124075,cat,7252
0.16097278892993927,Egyptian cat,n02124075,cat,6785
0.2613829970359802,bluetick,n02088632,dog,8778
0.7191111445426941,Egyptian cat,n02124075,cat,8375
0.32988879084587097,Shetland sheepdog,n02105855,dog,8817
0.5892505645751953,Staffordshire bullterrier,n02093256,dog,3380
0.2778993248939514,Siamese cat,n02123597,cat,12427
0.4921305179595947,Egyptian cat,n02124075,cat,1916
0.9746121764183044,chainlink fence,,,6590
0.39186984300613403,Egyptian cat,n02124075,cat,8813
0.9257256984710693,tabby,n02122878,cat,1268
0.9257256984710693,tabby,n02123045,cat,7160
0.3806978464126587,tiger cat,n02123159,cat,902
0.4115627706050873,redbone,n02090379,dog,2233
0.8904677629470825,briard,n02105251,dog,2902
0.49814361333847046,Chihuahua,n02085620,dog,572
0.1110929325222969,tabby,n02122878,cat,8118
0.1110929325222969,tabby,n02123045,cat,11357
0.9585515856742859,tabby,n02122878,cat,11763
0.9585515856742859,tabby,n02123045,cat,4466
0.2897877097129822,Egyptian cat,n02124075,cat,1334
0.48542118072509766,beagle,n02088364,dog,1072
0.6153020858764648,tiger cat,n02123159,cat,11411
0.5689994692802429,Egyptian cat,n02124075,cat,11551
0.12454240024089813,Egyptian cat,n02124075,cat,8808
0.4828176498413086,Egyptian cat,n02124075,cat,7284
0.7951141595840454,Afghan hound,n02088094,dog,3514
0.9110732078552246,West Highland white terrier,n02098286,dog,3644
0.29624515771865845,Egyptian cat,n02124075,cat,8069
0.8272650241851807,tabby,n02122878,cat,5971
0.8272650241851807,tabby,n02123045,cat,6607
0.2445293515920639,Egyptian cat,n02124075,cat,10941
0.6583223342895508,Egyptian cat,n02124075,cat,6382
0.6775144934654236,Doberman,n02107142,dog,724
0.5438620448112488,giant schnauzer,n02097130,dog,12408
0.8977417945861816,Leonberg,n02111129,dog,2302
0.6617372632026672,tabby,n02122878,cat,4504
0.6617372632026672,tabby,n02123045,cat,10606
0.8545470237731934,collie,n02106030,dog,11441
0.8800418972969055,Pomeranian,n02112018,dog,3411
0.41542768478393555,tiger cat,n02123159,cat,9794
0.5747443437576294,Egyptian cat,n02124075,cat,5924
0.09913970530033112,American Staffordshire terrier,n02093428,dog,3436
0.1983768492937088,tiger cat,n02123159,cat,10285
0.5199806690216064,flat-coated retriever,n02099267,dog,8589
0.45072486996650696,Labrador retriever,n02099712,dog,279
0.34178483486175537,tabby,n02122878,cat,12030
0.34178483486175537,tabby,n02123045,cat,507
0.34219658374786377,Siamese cat,n02123597,cat,6553
0.9774932861328125,Rottweiler,n02106550,dog,11577
0.49398988485336304,Boston bull,n02096585,dog,11381
0.4318980574607849,bull mastiff,n02108422,dog,8335
0.6104738712310791,tabby,n02122878,cat,10024
0.6104738712310791,tabby,n02123045,cat,5235
0.3271147906780243,plunger,,,2687
0.524466872215271,Border collie,n02106166,dog,11358
0.7818628549575806,Pomeranian,n02112018,dog,8987
0.10322636365890503,Egyptian cat,n02124075,cat,1274
0.4237149655818939,silky terrier,n02097658,dog,3602
0.8878397345542908,Egyptian cat,n02124075,cat,1020
0.965149462223053,German short-haired pointer,n02100236,dog,10848
0.5152890682220459,Siamese cat,n02123597,cat,1927
0.09188363701105118,titi,,,4012
0.09955206513404846,tabby,n02122878,cat,3504
0.09955206513404846,tabby,n02123045,cat,2569
0.8818930983543396,wire-haired fox terrier,n02095314,dog,12429
0.6041067242622375,bloodhound,n02088466,dog,4513
0.8921089768409729,Pomeranian,n02112018,dog,6564
0.1977536380290985,Chihuahua,n02085620,dog,1059
0.29749181866645813,Egyptian cat,n02124075,cat,6282
0.24159976840019226,kelpie,n02105412,dog,6112
0.7960691452026367,tabby,n02122878,cat,1950
0.7960691452026367,tabby,n02123045,cat,1666
0.9001670479774475,Egyptian cat,n02124075,cat,4425
0.1481662392616272,bookcase,,,3643
0.4676593542098999,golden retriever,n02099601,dog,12048
0.4282684028148651,Egyptian cat,n02124075,cat,8749
0.47086215019226074,tabby,n02122878,cat,12188
0.47086215019226074,tabby,n02123045,cat,2542
0.5643032789230347,miniature poodle,n02113712,dog,2945
0.4172689914703369,Egyptian cat,n02124075,cat,10232
0.7779662609100342,tabby,n02122878,cat,776
0.7779662609100342,tabby,n02123045,cat,7807
0.4506855309009552,tabby,n02122878,cat,1535
0.4506855309009552,tabby,n02123045,cat,2246
0.2565213143825531,Egyptian cat,n02124075,cat,9732
0.38591232895851135,redbone,n02090379,dog,4089
0.33274534344673157,tabby,n02122878,cat,8149
0.33274534344673157,tabby,n02123045,cat,6396
0.7941845059394836,tabby,n02122878,cat,8494
0.7941845059394836,tabby,n02123045,cat,3396
0.4133411943912506,tabby,n02122878,cat,8994
0.4133411943912506,tabby,n02123045,cat,11290
0.9754923582077026,cocker spaniel,n02102318,dog,2947
0.7186841368675232,beagle,n02088364,dog,11926
0.2031358927488327,doormat,,,401
0.9262670874595642,Persian cat,n02123394,cat,8491
0.9465801119804382,chow,n02112137,dog,5897
0.186303049325943,kelpie,n02105412,dog,6127
0.8220318555831909,Pekinese,n02086079,dog,8100
0.1498168557882309,Egyptian cat,n02124075,cat,2267
0.7820979952812195,Cardigan,n02113186,dog,2446
0.29165467619895935,Lakeland terrier,n02095570,dog,6150
0.14590002596378326,Ibizan hound,n02091244,dog,969
0.3794362246990204,Egyptian cat,n02124075,cat,5437
0.37583523988723755,bathtub,,,8608
0.9106804132461548,Rottweiler,n02106550,dog,9702
0.39214587211608887,bloodhound,n02088466,dog,6446
0.23120750486850739,Angora,n02123478,cat,3443
0.6439912915229797,tabby,n02122878,cat,10359
0.6439912915229797,tabby,n02123045,cat,93
0.8426996469497681,Rhodesian ridgeback,n02087394,dog,6634
0.581942081451416,Chihuahua,n02085620,dog,6317
0.1804107427597046,flat-coated retriever,n02099267,dog,4431
0.900678813457489,Maltese dog,n02085936,dog,12072
0.455112487077713,Saluki,n02091831,dog,10447
0.2873820960521698,lynx,,,6887
0.48465609550476074,miniature poodle,n02113712,dog,2523
0.21641139686107635,Tibetan mastiff,n02108551,dog,9973
0.3628752529621124,Walker hound,n02089867,dog,6402
0.9733837842941284,Persian cat,n02123394,cat,7636
0.970639705657959,cocker spaniel,n02102318,dog,9210
0.28032195568084717,Egyptian cat,n02124075,cat,8949
0.7883203029632568,tabby,n02122878,cat,9242
0.7883203029632568,tabby,n02123045,cat,9093
0.4776454567909241,Labrador retriever,n02099712,dog,8119
0.826508641242981,Egyptian cat,n02124075,cat,7965
0.9179587364196777,bluetick,n02088632,dog,10770
0.47200649976730347,Rhodesian ridgeback,n02087394,dog,11582
0.3592461049556732,tabby,n02122878,cat,244
0.3592461049556732,tabby,n02123045,cat,2584
0.4961361885070801,Border collie,n02106166,dog,7466
0.2064485102891922,Angora,n02123478,cat,4884
0.3815687894821167,Egyptian cat,n02124075,cat,289
0.2543686628341675,Appenzeller,n02107908,dog,6892
0.5812450051307678,affenpinscher,n02110627,dog,4556
0.8362442851066589,tabby,n02122878,cat,1127
0.8362442851066589,tabby,n02123045,cat,707
0.433451384305954,Tibetan terrier,n02097474,dog,11937
0.5542970299720764,Tibetan mastiff,n02108551,dog,2776
0.38870254158973694,lynx,,,9774
0.16882866621017456,tabby,n02122878,cat,10778
0.16882866621017456,tabby,n02123045,cat,2205
0.453502357006073,quilt,,,444
0.4612904191017151,Leonberg,n02111129,dog,1653
0.5058980584144592,Egyptian cat,n02124075,cat,1461
0.4852481484413147,tabby,n02122878,cat,6977
0.4852481484413147,tabby,n02123045,cat,10254
0.641223132610321,Egyptian cat,n02124075,cat,2343
0.5118975639343262,tabby,n02122878,cat,11176
0.5118975639343262,tabby,n02123045,cat,4310
0.6413090825080872,tabby,n02122878,cat,525
0.6413090825080872,tabby,n02123045,cat,6029
0.3022159934043884,English springer,n02102040,dog,2922
0.7396676540374756,German shepherd,n02106662,dog,3004
0.5347083806991577,doormat,,,11128
0.4262503981590271,bluetick,n02088632,dog,7128
0.5985549092292786,German shepherd,n02106662,dog,6832
0.9701398015022278,Labrador retriever,n02099712,dog,10348
0.1552116572856903,Egyptian cat,n02124075,cat,2536
0.22939802706241608,Rottweiler,n02106550,dog,2352
0.8892530798912048,tabby,n02122878,cat,8171
0.8892530798912048,tabby,n02123045,cat,9725
0.513068437576294,tabby,n02122878,cat,1339
0.513068437576294,tabby,n02123045,cat,7185
0.3687543272972107,Persian cat,n02123394,cat,7084
0.4783184230327606,Egyptian cat,n02124075,cat,2586
0.953384518623352,kelpie,n02105412,dog,4787
0.4776308238506317,Great Dane,n02109047,dog,5176
0.592788815498352,tabby,n02122878,cat,10192
0.592788815498352,tabby,n02123045,cat,3881
0.5077651143074036,Staffordshire bullterrier,n02093256,dog,464
0.1926831305027008,Egyptian cat,n02124075,cat,6689
0.9446589946746826,boxer,n02108089,dog,9828
0.14090481400489807,Egyptian cat,n02124075,cat,5119
0.587517499923706,Egyptian cat,n02124075,cat,3488
0.25652843713760376,Egyptian cat,n02124075,cat,9854
0.5267215371131897,American Staffordshire terrier,n02093428,dog,8264
0.34390243887901306,Egyptian cat,n02124075,cat,9167
0.964278519153595,Brittany spaniel,n02101388,dog,2206
0.8464051485061646,tabby,n02122878,cat,2510
0.8464051485061646,tabby,n02123045,cat,6849
0.394207626581192,Egyptian cat,n02124075,cat,10951
0.4663754105567932,Egyptian cat,n02124075,cat,5156
0.5409020185470581,American Staffordshire terrier,n02093428,dog,6598
0.11701063066720963,Cardigan,n02113186,dog,11805
0.3425734043121338,Egyptian cat,n02124075,cat,10555
0.5814260244369507,golden retriever,n02099601,dog,5314
0.4303121864795685,vizsla,n02100583,dog,4331
0.5966368913650513,tiger cat,n02123159,cat,8783
0.331676721572876,Egyptian cat,n02124075,cat,5255
0.13066531717777252,redbone,n02090379,dog,11589
